seed,split,sample_idx,controller_step_expected,chosen_step,oracle_step,required_hops,oracle_depth
5,val,0,3.9988648891448975,4.0,6.0,9,8
5,val,1,2.9955644607543945,3.0,2.0,5,4
5,val,2,2.9998438358306885,3.0,3.0,5,4
5,val,3,2.9664430618286133,3.0,2.0,5,4
5,val,4,4.2956695556640625,4.0,16.0,9,2
5,val,5,2.999549627304077,3.0,3.0,8,2
5,val,6,2.9988393783569336,3.0,2.0,7,6
5,val,7,4.000373363494873,4.0,5.0,9,2
5,val,8,2.994148015975952,3.0,2.0,8,2
5,val,9,2.9326796531677246,3.0,2.0,6,2
5,val,10,4.0121235847473145,4.0,4.0,9,8
5,val,11,4.121017932891846,4.0,2.0,9,8
5,val,12,4.329620361328125,4.0,7.0,9,8
5,val,13,4.506659507751465,5.0,5.0,9,2
5,val,14,4.206230163574219,4.0,2.0,9,2
5,val,15,2.9985945224761963,3.0,2.0,7,6
5,val,16,2.9956846237182617,3.0,2.0,7,6
5,val,17,4.612989902496338,5.0,5.0,9,8
5,val,18,3.9890427589416504,4.0,16.0,9,8
5,val,19,4.05187463760376,4.0,5.0,9,8
5,val,20,2.9986443519592285,3.0,2.0,7,6
5,val,21,2.6474690437316895,3.0,2.0,5,4
5,val,22,2.999934673309326,3.0,3.0,5,4
5,val,23,2.905238389968872,3.0,2.0,5,4
5,val,24,2.99989652633667,3.0,3.0,7,6
5,val,25,4.882972240447998,5.0,2.0,9,8
5,val,26,4.732387542724609,5.0,2.0,9,8
5,val,27,2.9998693466186523,3.0,3.0,5,4
5,val,28,2.9992144107818604,3.0,2.0,5,4
5,val,29,4.44884729385376,4.0,2.0,9,8
5,val,30,3.001500129699707,3.0,3.0,7,6
5,val,31,4.797126770019531,5.0,10.0,9,8
5,val,32,4.005092620849609,4.0,16.0,9,8
5,val,33,2.999826669692993,3.0,3.0,7,6
5,val,34,2.9994397163391113,3.0,2.0,8,2
5,val,35,4.473576545715332,4.0,5.0,9,8
5,val,36,2.999886989593506,3.0,3.0,5,4
5,val,37,2.913928747177124,3.0,2.0,7,6
5,val,38,2.9998741149902344,3.0,3.0,5,4
5,val,39,2.999932289123535,3.0,3.0,5,4
5,val,40,2.99933123588562,3.0,2.0,8,2
5,val,41,2.999861001968384,3.0,3.0,6,2
5,val,42,2.999069929122925,3.0,2.0,7,6
5,val,43,2.9995086193084717,3.0,3.0,5,4
5,val,44,2.999591112136841,3.0,2.0,7,6
5,val,45,2.999572515487671,3.0,3.0,7,2
5,val,46,4.047787666320801,4.0,2.0,9,8
5,val,47,2.9281046390533447,3.0,2.0,5,4
5,val,48,4.095325946807861,4.0,5.0,9,8
5,val,49,4.003628730773926,4.0,7.0,9,8
5,val,50,2.9998812675476074,3.0,3.0,8,2
5,val,51,4.878287315368652,5.0,4.0,9,8
5,val,52,2.9997923374176025,3.0,3.0,7,6
5,val,53,3.993764638900757,4.0,4.0,9,2
5,val,54,4.007575035095215,4.0,4.0,9,8
5,val,55,2.9995763301849365,3.0,3.0,7,6
5,val,56,2.9996237754821777,3.0,2.0,8,2
5,val,57,2.9979450702667236,3.0,2.0,7,6
5,val,58,4.52534294128418,5.0,4.0,9,8
5,val,59,2.9999496936798096,3.0,3.0,6,2
5,val,60,2.9998180866241455,3.0,3.0,7,6
5,val,61,2.7859272956848145,3.0,2.0,7,6
5,val,62,4.012544631958008,4.0,2.0,9,8
5,val,63,3.00008487701416,3.0,3.0,7,6
5,val,64,2.986915349960327,3.0,2.0,5,4
5,val,65,2.9998016357421875,3.0,3.0,7,6
5,val,66,4.847896099090576,5.0,2.0,9,8
5,val,67,2.999910831451416,3.0,3.0,7,6
5,val,68,2.3404269218444824,2.0,2.0,7,6
5,val,69,4.18779182434082,4.0,4.0,9,8
5,val,70,3.7224905490875244,4.0,4.0,9,8
5,val,71,2.9997951984405518,3.0,3.0,6,2
5,val,72,2.999831438064575,3.0,3.0,7,6
5,val,73,3.00001859664917,3.0,3.0,8,2
5,val,74,4.025169372558594,4.0,16.0,9,8
5,val,75,2.9997286796569824,3.0,3.0,7,6
5,val,76,2.9997828006744385,3.0,3.0,7,6
5,val,77,4.010058879852295,4.0,2.0,9,2
5,val,78,2.9978981018066406,3.0,2.0,6,2
5,val,79,3.882979393005371,4.0,2.0,9,8
5,val,80,2.993408441543579,3.0,2.0,5,4
5,val,81,2.9997966289520264,3.0,3.0,8,2
5,val,82,4.091334819793701,4.0,15.0,9,8
5,val,83,2.9998562335968018,3.0,3.0,7,6
5,val,84,2.9992856979370117,3.0,2.0,5,4
5,val,85,2.999946355819702,3.0,3.0,7,6
5,val,86,2.999844551086426,3.0,3.0,8,2
5,val,87,2.998781204223633,3.0,2.0,7,6
5,val,88,4.076854228973389,4.0,5.0,9,2
5,val,89,4.085353374481201,4.0,16.0,9,8
5,val,90,2.999861478805542,3.0,3.0,8,2
5,val,91,4.588651180267334,5.0,5.0,9,2
5,val,92,2.999727964401245,3.0,3.0,5,4
5,val,93,3.9960427284240723,4.0,2.0,9,2
5,val,94,2.999788284301758,3.0,3.0,5,4
5,val,95,4.294991493225098,4.0,2.0,9,2
5,val,96,2.9998533725738525,3.0,3.0,5,4
5,val,97,3.000134229660034,3.0,3.0,7,6
5,val,98,2.999948740005493,3.0,3.0,5,4
5,val,99,2.9993836879730225,3.0,3.0,7,6
5,val,100,2.999856948852539,3.0,3.0,7,6
5,val,101,2.99989652633667,3.0,3.0,7,6
5,val,102,4.064670562744141,4.0,5.0,9,2
5,val,103,2.9996137619018555,3.0,3.0,5,4
5,val,104,2.999660015106201,3.0,3.0,5,4
5,val,105,4.604504108428955,5.0,2.0,9,8
5,val,106,4.670936107635498,5.0,16.0,9,8
5,val,107,4.6046319007873535,5.0,4.0,9,8
5,val,108,2.9996488094329834,3.0,3.0,7,6
5,val,109,2.9992482662200928,3.0,2.0,8,2
5,val,110,2.999960422515869,3.0,3.0,8,2
5,val,111,2.9997401237487793,3.0,3.0,7,6
5,val,112,2.999654769897461,3.0,3.0,7,6
5,val,113,2.9998600482940674,3.0,3.0,6,2
5,val,114,3.0000252723693848,3.0,3.0,5,4
5,val,115,2.9999310970306396,3.0,3.0,7,6
5,val,116,4.0331549644470215,4.0,2.0,9,8
5,val,117,2.9930295944213867,3.0,2.0,7,6
5,val,118,2.9983277320861816,3.0,2.0,5,4
5,val,119,2.966600179672241,3.0,2.0,5,4
5,val,120,2.9998221397399902,3.0,3.0,7,6
5,val,121,2.9999349117279053,3.0,3.0,5,4
5,val,122,4.1131272315979,4.0,16.0,9,8
5,val,123,2.999884843826294,3.0,3.0,7,2
5,val,124,4.0113701820373535,4.0,6.0,9,2
5,val,125,4.657456398010254,5.0,12.0,9,2
5,val,126,4.029401779174805,4.0,6.0,9,8
5,val,127,4.646636962890625,5.0,16.0,9,8
5,val,128,4.470912456512451,4.0,2.0,9,8
5,val,129,2.968099355697632,3.0,2.0,5,4
5,val,130,2.9999520778656006,3.0,3.0,6,2
5,val,131,4.564104080200195,5.0,2.0,9,2
5,val,132,4.0328288078308105,4.0,4.0,9,8
5,val,133,4.4905104637146,4.0,14.0,9,8
5,val,134,2.9999139308929443,3.0,3.0,7,6
5,val,135,4.0023064613342285,4.0,4.0,9,2
5,val,136,4.369976997375488,4.0,5.0,9,2
5,val,137,2.99988055229187,3.0,3.0,7,6
5,val,138,4.340850830078125,4.0,3.0,9,2
5,val,139,2.628437042236328,3.0,2.0,7,2
5,val,140,2.9998936653137207,3.0,3.0,6,2
5,val,141,4.580248832702637,5.0,4.0,9,8
5,val,142,2.998969793319702,3.0,2.0,7,6
5,val,143,2.9997386932373047,3.0,3.0,7,6
5,val,144,2.9996604919433594,3.0,3.0,5,4
5,val,145,2.999821662902832,3.0,3.0,7,6
5,val,146,2.9998281002044678,3.0,3.0,7,6
5,val,147,2.9993841648101807,3.0,2.0,5,4
5,val,148,4.564339637756348,5.0,6.0,9,8
5,val,149,2.999519109725952,3.0,2.0,7,6
5,val,150,2.9984891414642334,3.0,2.0,5,4
