seed,split,sample_idx,controller_step_expected,chosen_step,oracle_step,required_hops,oracle_depth
2,val,0,3.0000293254852295,3.0,3.0,6,2
2,val,1,3.000260353088379,3.0,3.0,7,6
2,val,2,4.753594875335693,5.0,5.0,9,8
2,val,3,2.999894857406616,3.0,2.0,5,4
2,val,4,3.000007152557373,3.0,3.0,5,4
2,val,5,4.051455020904541,4.0,2.0,9,2
2,val,6,3.000257730484009,3.0,3.0,7,6
2,val,7,2.9999780654907227,3.0,2.0,5,4
2,val,8,3.000227451324463,3.0,3.0,7,6
2,val,9,4.152297019958496,4.0,8.0,9,8
2,val,10,4.44716215133667,4.0,6.0,9,2
2,val,11,2.9999165534973145,3.0,2.0,8,2
2,val,12,2.999990224838257,3.0,3.0,5,4
2,val,13,2.999999523162842,3.0,3.0,6,2
2,val,14,3.000199794769287,3.0,3.0,7,6
2,val,15,2.9998881816864014,3.0,2.0,6,2
2,val,16,2.9999842643737793,3.0,3.0,7,6
2,val,17,3.0003347396850586,3.0,3.0,8,2
2,val,18,3.000079393386841,3.0,3.0,5,4
2,val,19,3.0005571842193604,3.0,3.0,7,6
2,val,20,3.0003223419189453,3.0,3.0,7,6
2,val,21,2.9999544620513916,3.0,2.0,8,2
2,val,22,2.9999616146087646,3.0,2.0,7,6
2,val,23,2.999600410461426,3.0,2.0,8,2
2,val,24,4.894136905670166,5.0,9.0,9,8
2,val,25,4.530930519104004,5.0,5.0,9,8
2,val,26,2.9999325275421143,3.0,2.0,7,6
2,val,27,4.029425144195557,4.0,11.0,9,8
2,val,28,2.9999094009399414,3.0,2.0,5,4
2,val,29,4.024932861328125,4.0,16.0,9,8
2,val,30,3.000147819519043,3.0,3.0,8,2
2,val,31,3.0000100135803223,3.0,3.0,7,6
2,val,32,2.9998700618743896,3.0,2.0,7,2
2,val,33,4.064610481262207,4.0,2.0,9,2
2,val,34,3.0000414848327637,3.0,3.0,5,4
2,val,35,4.29245138168335,4.0,4.0,9,8
2,val,36,4.468326568603516,4.0,5.0,9,2
2,val,37,3.0004258155822754,3.0,3.0,7,6
2,val,38,3.000223398208618,3.0,3.0,8,2
2,val,39,3.0000550746917725,3.0,3.0,5,4
2,val,40,4.013329029083252,4.0,5.0,9,8
2,val,41,2.999903440475464,3.0,2.0,7,6
2,val,42,3.000581741333008,3.0,3.0,6,2
2,val,43,2.9999778270721436,3.0,3.0,5,4
2,val,44,3.000298023223877,3.0,3.0,5,4
2,val,45,4.448715686798096,4.0,2.0,9,8
2,val,46,4.052153587341309,4.0,2.0,9,8
2,val,47,3.0003373622894287,3.0,3.0,8,2
2,val,48,3.0001187324523926,3.0,3.0,7,6
2,val,49,2.9999349117279053,3.0,3.0,7,6
2,val,50,4.783174991607666,5.0,8.0,9,2
2,val,51,3.0000030994415283,3.0,3.0,7,6
2,val,52,3.000044822692871,3.0,3.0,7,6
2,val,53,3.0002388954162598,3.0,3.0,5,4
2,val,54,3.000162124633789,3.0,3.0,6,2
2,val,55,4.035090446472168,4.0,2.0,9,8
2,val,56,3.0000662803649902,3.0,3.0,7,6
2,val,57,2.9999120235443115,3.0,2.0,7,6
2,val,58,3.000070810317993,3.0,3.0,7,2
2,val,59,3.0004522800445557,3.0,3.0,7,6
2,val,60,2.9999911785125732,3.0,2.0,7,6
2,val,61,2.999973773956299,3.0,3.0,8,2
2,val,62,3.0003912448883057,3.0,3.0,5,4
2,val,63,2.9996979236602783,3.0,2.0,5,4
2,val,64,3.000164747238159,3.0,3.0,6,2
2,val,65,3.0002522468566895,3.0,3.0,5,4
2,val,66,2.9999425411224365,3.0,2.0,7,6
2,val,67,3.0000722408294678,3.0,3.0,5,4
2,val,68,4.539717674255371,5.0,9.0,9,8
2,val,69,3.0003764629364014,3.0,3.0,5,4
2,val,70,2.9999501705169678,3.0,3.0,5,4
2,val,71,4.820532321929932,5.0,2.0,9,8
2,val,72,3.0010154247283936,3.0,3.0,7,6
2,val,73,2.999971389770508,3.0,3.0,7,6
2,val,74,2.999985694885254,3.0,3.0,5,4
2,val,75,2.999980926513672,3.0,3.0,5,4
2,val,76,3.00012469291687,3.0,3.0,8,2
2,val,77,3.000478744506836,3.0,3.0,7,6
2,val,78,3.0002996921539307,3.0,3.0,5,4
2,val,79,4.152966022491455,4.0,5.0,9,8
2,val,80,2.999953269958496,3.0,3.0,5,4
2,val,81,3.0001420974731445,3.0,3.0,7,6
2,val,82,3.0003585815429688,3.0,3.0,7,6
2,val,83,4.022405624389648,4.0,5.0,9,2
2,val,84,2.9999685287475586,3.0,3.0,8,2
2,val,85,3.0000290870666504,3.0,3.0,5,4
2,val,86,2.9999260902404785,3.0,2.0,5,4
2,val,87,3.000288486480713,3.0,3.0,5,4
2,val,88,4.278597354888916,4.0,4.0,9,8
2,val,89,3.0020036697387695,3.0,3.0,7,2
2,val,90,2.9999358654022217,3.0,2.0,5,4
2,val,91,4.0765204429626465,4.0,2.0,9,8
2,val,92,2.999962329864502,3.0,2.0,5,4
2,val,93,3.000411033630371,3.0,3.0,7,6
2,val,94,4.110377311706543,4.0,2.0,9,8
2,val,95,3.0038976669311523,3.0,3.0,6,2
2,val,96,4.651860237121582,5.0,3.0,9,8
2,val,97,2.9999945163726807,3.0,3.0,5,4
2,val,98,4.422039031982422,4.0,2.0,9,8
2,val,99,2.999922275543213,3.0,2.0,5,2
2,val,100,2.9995501041412354,3.0,2.0,8,2
2,val,101,2.999957799911499,3.0,2.0,7,6
2,val,102,3.000070333480835,3.0,3.0,7,6
2,val,103,2.9998371601104736,3.0,2.0,5,4
2,val,104,3.000042200088501,3.0,2.0,7,6
2,val,105,3.000004291534424,3.0,3.0,5,4
2,val,106,3.000270128250122,3.0,3.0,5,2
2,val,107,2.9999940395355225,3.0,3.0,7,6
2,val,108,2.999945640563965,3.0,2.0,5,4
2,val,109,3.000020742416382,3.0,3.0,5,4
2,val,110,2.9998738765716553,3.0,2.0,7,6
2,val,111,3.0012948513031006,3.0,3.0,6,2
2,val,112,3.0001049041748047,3.0,3.0,5,4
2,val,113,2.9998996257781982,3.0,2.0,8,2
2,val,114,4.412387847900391,4.0,5.0,9,8
2,val,115,3.0000386238098145,3.0,3.0,7,6
2,val,116,3.0001626014709473,3.0,3.0,7,6
2,val,117,3.0007238388061523,3.0,3.0,8,2
2,val,118,3.000006914138794,3.0,3.0,5,4
2,val,119,3.000476837158203,3.0,3.0,6,2
2,val,120,4.0695013999938965,4.0,2.0,9,8
2,val,121,3.0001277923583984,3.0,3.0,8,2
2,val,122,3.0002622604370117,3.0,3.0,7,6
2,val,123,4.285640716552734,4.0,3.0,9,8
2,val,124,2.999946117401123,3.0,2.0,7,6
2,val,125,2.999943256378174,3.0,2.0,8,2
2,val,126,2.9999537467956543,3.0,3.0,8,2
2,val,127,4.061121940612793,4.0,5.0,9,2
2,val,128,3.000509262084961,3.0,3.0,8,2
2,val,129,2.9999349117279053,3.0,2.0,7,6
2,val,130,3.0000672340393066,3.0,3.0,6,2
2,val,131,3.0011069774627686,3.0,3.0,7,6
2,val,132,4.58729887008667,5.0,10.0,9,2
2,val,133,2.9999101161956787,3.0,2.0,7,6
2,val,134,3.0001115798950195,3.0,3.0,5,4
2,val,135,2.999933958053589,3.0,3.0,5,4
2,val,136,3.0000417232513428,3.0,3.0,7,2
2,val,137,3.0004844665527344,3.0,3.0,7,6
2,val,138,2.9999642372131348,3.0,2.0,5,4
2,val,139,4.299991607666016,4.0,9.0,9,2
2,val,140,2.999924898147583,3.0,2.0,7,2
2,val,141,3.000135660171509,3.0,3.0,5,4
2,val,142,4.7078328132629395,5.0,4.0,9,8
2,val,143,4.084580898284912,4.0,4.0,9,2
2,val,144,3.0000455379486084,3.0,2.0,5,4
2,val,145,4.073677062988281,4.0,2.0,9,8
2,val,146,3.000027894973755,3.0,3.0,7,6
2,val,147,4.412020683288574,4.0,8.0,9,2
2,val,148,3.0000414848327637,3.0,3.0,5,4
2,val,149,3.0009591579437256,3.0,3.0,7,6
2,val,150,2.9999663829803467,3.0,2.0,5,4
2,val,151,2.999929666519165,3.0,2.0,7,6
2,val,152,3.000056743621826,3.0,3.0,7,6
2,val,153,3.0051913261413574,3.0,3.0,5,4
2,val,154,3.000579833984375,3.0,3.0,5,4
2,val,155,4.9576191902160645,5.0,2.0,9,8
2,val,156,2.999884843826294,3.0,2.0,5,4
2,val,157,4.03324556350708,4.0,16.0,9,8
2,val,158,3.000396966934204,3.0,3.0,5,4
2,val,159,2.9999613761901855,3.0,3.0,5,4
2,val,160,4.136840343475342,4.0,6.0,9,8
2,val,161,5.002018451690674,5.0,2.0,9,8
2,val,162,4.115257263183594,4.0,4.0,9,8
2,val,163,2.999929904937744,3.0,2.0,5,4
2,val,164,3.0000054836273193,3.0,3.0,7,6
2,val,165,3.000194549560547,3.0,3.0,5,4
2,val,166,2.9998040199279785,3.0,2.0,5,4
2,val,167,2.99990177154541,3.0,2.0,5,4
2,val,168,3.000375270843506,3.0,3.0,7,6
2,val,169,2.999941349029541,3.0,2.0,7,6
2,val,170,4.399923324584961,4.0,5.0,9,2
2,val,171,3.000070333480835,3.0,3.0,7,6
2,val,172,4.375045299530029,4.0,5.0,9,2
2,val,173,2.9999778270721436,3.0,3.0,7,6
2,val,174,2.9999611377716064,3.0,3.0,7,6
2,val,175,4.0966291427612305,4.0,5.0,9,8
2,val,176,3.000058889389038,3.0,3.0,5,4
2,val,177,3.0000174045562744,3.0,3.0,5,4
2,val,178,3.0000486373901367,3.0,3.0,5,4
2,val,179,4.668667793273926,5.0,4.0,9,8
2,val,180,2.999917507171631,3.0,2.0,5,4
2,val,181,4.437093257904053,4.0,10.0,9,8
2,val,182,4.4566545486450195,4.0,6.0,9,2
2,val,183,2.9999237060546875,3.0,2.0,6,2
2,val,184,3.0006473064422607,3.0,3.0,7,2
2,val,185,4.8257856369018555,5.0,9.0,9,8
2,val,186,3.000878095626831,3.0,3.0,5,4
2,val,187,4.0733819007873535,4.0,2.0,9,8
2,val,188,2.999971866607666,3.0,2.0,7,6
2,val,189,2.999939441680908,3.0,3.0,5,4
2,val,190,2.9999842643737793,3.0,2.0,5,4
2,val,191,4.116610527038574,4.0,2.0,9,8
2,val,192,3.0001943111419678,3.0,3.0,5,4
2,val,193,4.17563533782959,4.0,2.0,9,8
2,val,194,3.001112937927246,3.0,3.0,5,4
2,val,195,3.0010743141174316,3.0,3.0,7,6
2,val,196,2.9999732971191406,3.0,2.0,7,6
2,val,197,3.0003280639648438,3.0,3.0,5,4
2,val,198,3.000133514404297,3.0,3.0,5,4
2,val,199,3.760605812072754,4.0,14.0,9,8
2,val,200,3.000258445739746,3.0,3.0,5,4
2,val,201,2.9999849796295166,3.0,3.0,5,4
2,val,202,2.9999263286590576,3.0,2.0,5,4
2,val,203,2.9999513626098633,3.0,3.0,7,6
2,val,204,3.000230312347412,3.0,3.0,7,6
2,val,205,4.500255107879639,5.0,2.0,9,8
2,val,206,3.000028133392334,3.0,3.0,7,6
2,val,207,4.175658702850342,4.0,5.0,9,2
2,val,208,4.257383823394775,4.0,5.0,9,2
2,val,209,4.107994556427002,4.0,16.0,9,8
2,val,210,4.139859676361084,4.0,16.0,9,8
2,val,211,2.999814748764038,3.0,2.0,6,2
2,val,212,4.249765872955322,4.0,6.0,9,8
2,val,213,4.070800304412842,4.0,2.0,9,8
2,val,214,3.0002496242523193,3.0,3.0,7,6
2,val,215,2.9999589920043945,3.0,3.0,5,4
2,val,216,3.000331401824951,3.0,3.0,7,6
2,val,217,4.449739456176758,4.0,7.0,9,8
2,val,218,3.0002565383911133,3.0,3.0,5,4
2,val,219,4.019983768463135,4.0,3.0,9,2
2,val,220,5.023913383483887,5.0,2.0,9,8
2,val,221,3.0003650188446045,3.0,3.0,5,4
2,val,222,3.0000014305114746,3.0,3.0,7,6
2,val,223,4.148106575012207,4.0,7.0,9,8
2,val,224,3.000141143798828,3.0,3.0,7,2
2,val,225,3.002119302749634,3.0,3.0,7,6
2,val,226,2.999964475631714,3.0,3.0,8,2
2,val,227,2.9999890327453613,3.0,3.0,7,6
2,val,228,3.0000674724578857,3.0,3.0,5,4
2,val,229,2.9998891353607178,3.0,2.0,7,2
2,val,230,3.000108480453491,3.0,3.0,8,2
2,val,231,3.0000617504119873,3.0,3.0,7,6
2,val,232,4.668664932250977,5.0,2.0,9,8
2,val,233,4.232158660888672,4.0,2.0,9,8
2,val,234,4.361313343048096,4.0,2.0,9,8
2,val,235,5.020448684692383,5.0,10.0,9,8
2,val,236,3.0000624656677246,3.0,3.0,7,6
2,val,237,4.073971271514893,4.0,14.0,9,8
2,val,238,3.0000388622283936,3.0,2.0,7,2
2,val,239,3.000541925430298,3.0,3.0,7,6
2,val,240,3.000183343887329,3.0,3.0,8,2
2,val,241,2.9999425411224365,3.0,2.0,5,4
