seed,split,sample_idx,controller_step_expected,chosen_step,oracle_step,required_hops,oracle_depth
1,val,0,3.0263102054595947,3.0,3.0,5,4
1,val,1,2.999974012374878,3.0,3.0,7,6
1,val,2,3.0282487869262695,3.0,3.0,8,2
1,val,3,3.0033152103424072,3.0,3.0,7,6
1,val,4,3.000014305114746,3.0,3.0,7,6
1,val,5,3.000037670135498,3.0,3.0,5,4
1,val,6,4.946907997131348,5.0,5.0,9,8
1,val,7,3.6436071395874023,4.0,3.0,7,6
1,val,8,4.866998195648193,5.0,5.0,9,2
1,val,9,3.000120162963867,3.0,3.0,7,6
1,val,10,4.6267876625061035,5.0,6.0,9,2
1,val,11,4.732206344604492,5.0,2.0,9,8
1,val,12,3.003216028213501,3.0,3.0,5,4
1,val,13,3.0037858486175537,3.0,3.0,7,2
1,val,14,3.0007855892181396,3.0,3.0,7,2
1,val,15,4.798403739929199,5.0,16.0,9,8
1,val,16,3.001023292541504,3.0,3.0,5,4
1,val,17,3.0073082447052,3.0,3.0,5,4
1,val,18,3.0001187324523926,3.0,3.0,6,2
1,val,19,3.006591320037842,3.0,3.0,7,6
1,val,20,3.096578598022461,3.0,3.0,5,4
1,val,21,3.0051474571228027,3.0,3.0,7,6
1,val,22,3.0000178813934326,3.0,3.0,7,6
1,val,23,3.0026564598083496,3.0,3.0,7,6
1,val,24,4.910167694091797,5.0,6.0,9,2
1,val,25,3.00003719329834,3.0,3.0,7,6
1,val,26,3.0006752014160156,3.0,3.0,8,2
1,val,27,3.0004160404205322,3.0,3.0,7,6
1,val,28,3.002350091934204,3.0,3.0,7,6
1,val,29,4.977327823638916,5.0,2.0,9,8
1,val,30,3.0029609203338623,3.0,3.0,7,6
1,val,31,3.0008256435394287,3.0,3.0,8,2
1,val,32,3.000028133392334,3.0,3.0,7,2
1,val,33,2.999967575073242,3.0,3.0,5,4
1,val,34,4.9997687339782715,5.0,2.0,9,8
1,val,35,4.858165740966797,5.0,2.0,9,8
1,val,36,3.0046839714050293,3.0,3.0,7,6
1,val,37,5.007601737976074,5.0,6.0,9,8
1,val,38,3.000443458557129,3.0,3.0,7,6
1,val,39,3.0023372173309326,3.0,3.0,5,4
1,val,40,3.000443458557129,3.0,3.0,7,6
1,val,41,2.999981641769409,3.0,3.0,5,4
