seed,split,sample_idx,controller_step_expected,chosen_step,oracle_step,required_hops,oracle_depth
4,val,0,4.0012922286987305,4.0,3.0,5,2
4,val,1,4.8270583152771,5.0,4.0,5,4
4,val,2,7.978789806365967,8.0,4.0,9,8
4,val,3,7.843657493591309,8.0,3.0,9,8
4,val,4,7.993724822998047,8.0,3.0,9,8
4,val,5,8.046795845031738,8.0,3.0,9,8
4,val,6,4.072756290435791,4.0,4.0,7,6
4,val,7,4.001044273376465,4.0,4.0,7,2
4,val,8,4.000000953674316,4.0,3.0,7,6
4,val,9,7.03848123550415,7.0,12.0,9,2
4,val,10,4.001348972320557,4.0,4.0,7,6
4,val,11,4.000854015350342,4.0,3.0,7,6
4,val,12,7.978953838348389,8.0,3.0,9,8
4,val,13,4.000036239624023,4.0,4.0,5,4
4,val,14,7.025601387023926,7.0,11.0,9,2
4,val,15,7.802112579345703,8.0,16.0,9,8
4,val,16,7.970707416534424,8.0,4.0,9,8
4,val,17,8.404040336608887,8.0,4.0,9,8
4,val,18,7.80265998840332,8.0,3.0,9,8
4,val,19,4.016083717346191,4.0,4.0,5,4
4,val,20,4.00347375869751,4.0,4.0,5,4
4,val,21,4.266594886779785,4.0,4.0,7,6
4,val,22,7.991623401641846,8.0,3.0,9,2
4,val,23,4.014817237854004,4.0,4.0,5,4
4,val,24,4.000105381011963,4.0,3.0,7,6
4,val,25,4.000075340270996,4.0,3.0,7,6
4,val,26,3.9999492168426514,4.0,3.0,5,4
4,val,27,7.192193984985352,7.0,3.0,9,2
4,val,28,4.048020839691162,4.0,4.0,7,2
4,val,29,7.86903190612793,8.0,7.0,9,8
4,val,30,4.011778354644775,4.0,4.0,7,6
4,val,31,3.4262120723724365,3.0,3.0,6,2
4,val,32,4.000117301940918,4.0,4.0,5,4
4,val,33,7.9816436767578125,8.0,13.0,9,2
4,val,34,7.727274417877197,8.0,2.0,9,2
4,val,35,4.054465293884277,4.0,4.0,7,6
4,val,36,3.9589922428131104,4.0,3.0,5,4
4,val,37,4.723397254943848,5.0,4.0,5,4
4,val,38,3.99807071685791,4.0,3.0,8,2
4,val,39,4.001285552978516,4.0,4.0,7,6
4,val,40,4.004926681518555,4.0,4.0,5,4
4,val,41,4.197758197784424,4.0,4.0,6,2
4,val,42,7.022971153259277,7.0,3.0,9,8
4,val,43,4.000635147094727,4.0,4.0,7,6
4,val,44,3.845419406890869,4.0,3.0,5,4
4,val,45,7.984977722167969,8.0,12.0,9,2
4,val,46,4.059011459350586,4.0,4.0,7,6
4,val,47,4.021175861358643,4.0,4.0,5,4
4,val,48,4.007503509521484,4.0,4.0,8,2
4,val,49,4.0005645751953125,4.0,3.0,7,6
4,val,50,8.089900970458984,8.0,7.0,9,2
4,val,51,4.000683784484863,4.0,4.0,7,6
4,val,52,4.001642227172852,4.0,4.0,6,2
4,val,53,4.000163555145264,4.0,3.0,5,4
4,val,54,4.193196773529053,4.0,4.0,5,4
4,val,55,8.021320343017578,8.0,5.0,9,8
4,val,56,4.5781049728393555,5.0,4.0,7,6
4,val,57,4.004248142242432,4.0,4.0,7,6
4,val,58,4.0006890296936035,4.0,4.0,8,2
4,val,59,4.0029778480529785,4.0,4.0,5,4
4,val,60,7.214906692504883,7.0,3.0,9,2
4,val,61,4.000372886657715,4.0,4.0,8,2
4,val,62,6.908009052276611,7.0,1.0,9,8
4,val,63,4.0000319480896,4.0,3.0,7,2
4,val,64,4.000465393066406,4.0,4.0,6,2
4,val,65,7.7161946296691895,8.0,2.0,9,8
4,val,66,4.288487434387207,4.0,4.0,5,2
4,val,67,4.000480651855469,4.0,4.0,5,2
4,val,68,7.964951515197754,8.0,6.0,9,8
4,val,69,7.318388938903809,7.0,2.0,9,8
4,val,70,4.000021457672119,4.0,3.0,7,6
4,val,71,8.001976013183594,8.0,3.0,9,2
4,val,72,3.9999232292175293,4.0,3.0,5,4
4,val,73,4.000181674957275,4.0,3.0,7,6
4,val,74,3.9998366832733154,4.0,3.0,8,2
4,val,75,8.002350807189941,8.0,3.0,9,8
4,val,76,4.001505374908447,4.0,4.0,5,4
4,val,77,4.012568950653076,4.0,4.0,7,6
4,val,78,4.0004377365112305,4.0,4.0,5,4
4,val,79,3.9999032020568848,4.0,3.0,5,4
4,val,80,4.001766204833984,4.0,4.0,7,6
4,val,81,8.211750984191895,8.0,12.0,9,8
